campaign;DRN;site;running_id;date;stream_type;avg_depth_macroinvertebrates;avg_velocity_macroinvertebrates;Max_wetted_width_m;Min_wetted_width_m;Average_wetted_width_m;Bankfull_at_max__wetted_width_m;Bankfull_at_min__wetted_width_m;Embeddedness;bedrock;boulders;cobbles;gravel;sand;silt;particle_size;state_of_flow;if_IP_number_and_size_2_axes_+_depth_of_the_pools;Maximum_depth_cm;temperature_C;ph;conductivity_micros_cm;oxygen_mg_l;oxygen_sat;discharge_l_s;filamentous_algae;incrusted_algae;macrophyte_cover;leaf_litter_cover;moss_cover;wood_cover;reach_length_m;Latitude;Longitude;altitude_m;basin_area_km2;calcareous_geology_upstream;siliceous_geology_upstream;sedimentary_geology_upstream;slope;riparian_cover_in_the_riparian_area;native_riparian_species_richness;invasive_riparian_species_richness;left_river_bank_slope;right_river_bank_slope;shade;hydromorphological_alteration;volume_biofilm;m2_biofilm
4;France;AL06;AL06_4;14.9.2021;TR;0;0;0;0;0;36;;0;;;;;;;;D;;0;;;;;;0;;;;;;;150;45.9472844;5.3592973;247;252.175;100;0;100;1;90;;2;80;50;50;3;150;0.051375
4;France;AL07;AL07_4;13.9.2021;TR;0;0;0;0;0;34;23;0;;;;;;;;D;;0;;;;;;0;;;;;;;150;45.9607009;5.2760369;222;287.227;100;0;100;1;80;;2;75;75;50;4;150;0.04945
4;France;BR01;BR01_4;13.9.2021;TR;0;0;0;0;0;12;11;0;;;;;;;;D;;0;;;;;;0;;;;;;;50;45.9638925;5.4427493;369;3.303;100;0;100;4;50;6;0;130;70;60;2;150;0.0622
4;France;BR02;BR02_4;22.9.2021;PR;9.7;1.2113;4.4;1;2.4;6.9;5;0;2;20;73;5;0;0;4.19;F;;61;10.9;8.03;429;10.3;96;13;0;0;0;5;0;0;80;45.9533635;5.4380244;321;6.939;100;0;100;4;90;5;0;150;100;100;2;150;0.0633
4;France;BU01;BU01_4;13.9.2021;TR;0;0;0;0;0;8;5.3;0;;;;;;;;D;;0;;;;;;0;;;;;;;60;45.8998385;5.3963605;538;3.778;100;0;100;2;80;6;0;50;30;70;2;150;0.05405
4;France;BU02;BU02_4;22.9.2021;PR;13.3;0.1697;2.4;1.5;1.9;3.7;3.2;0;0;40;54;5;1;0;4.33;F;;25;11.7;8.3;405;9.95;94.3;27;0;0;0;5;0;1;50;45.9147409;5.3732252;330;7.752;100;0;100;1;100;9;0;80;80;95;4;150;0.054225
4;France;CA01;CA01_4;17.9.2021;PR;9.8;0.1653;3.9;0.8;2.9;6;4;40;0;20;75;5;0;0;4.15;F;;16;11.5;7.97;460;10;97.6;9;0;0;5;10;0;0;60;45.8807964;5.4936681;527;6.51;100;0;100;3;90;6;0;100;75;70;2;150;0.06165
4;France;CA02;CA02_4;17.9.2021;PR;;;8.1;2.6;5.6;15;10;0;0;20;65;10;5;0;4;F;;60;11.7;7.77;393;10.03;96.2;110;0;0;5;5;5;5;150;45.9205653;5.4424156;347;28.853;100;0;100;1;95;6;0;30;75;60;2;150;0.06895
4;France;CO01;CO01_4;21.9.2021;PR;10.7;0.0462;1.6;0.8;1.15;3;1.1;0;5;0;80;10;5;0;3.9;F;;24;10.6;7.76;423;8.96;88.7;3;0;0;0;2;0;2;50;46.0565634;5.6178711;892;1.107;100;0;100;0.5;100;3;0;20;15;95;2;150;0.05125
4;France;GR01;GR01_4;13.9.2021;TR;0;0;0;0;0;8;5;25;;;;;;;;D;;0;;;;;;0;;;;;;;50;45.9173726;5.4567152;392;3.554;100;0;100;4;80;7;0;150;100;95;2;150;0.075625
4;France;JO01;JO01_4;14.9.2021;TR;;;;;;4.5;2.5;0;;;;;;;;IP;;;;;;;;0;;;;;;;50;46.0538104;5.6355866;927;0.937;100;0;100;5;70;8;0;100;100;40;2;150;0.065
4;France;ME01;ME01_4;21.9.2021;PR;14.4;0.1334;3.5;0.8;2.3;13;9;0;20;10;64;4;2;0;4.42;F;;34;10.5;8.45;413;9.89;96.7;14;0;0;0;5;10;2;60;45.9678634;5.6080166;824;4.476;100;0;100;4;90;7;0;300;150;80;2;150;0.07655
4;France;RA01;RA01_4;13.9.2021;PR;9.2;0.0576;2.1;0.6;1.3;4.3;3.2;0;0;5;89;5;1;0;3.98;F;;28;14.3;7.57;324;9.09;94.8;1;0;0;0;1;0;0;50;45.8946851;5.4351605;528;2.424;100;0;100;6;15;5;0;50;30;40;3;150;0.0603
4;France;RO01;RO01_4;14.9.2021;TR;0;0;0;0;0;6;3.4;1;;;;;;;;D;;0;;;;;;0;;;;;;;50;46.0512118;5.6116089;858;1.728;100;0;100;6;80;6;0;75;75;95;1;150;0.0503
4;France;VI01;VI01_4;17.9.2021;PR;9.9;0.187;3.4;0.9;2.04;6.7;4.5;80;60;20;15;5;0;0;5.35;F;;105;12.9;8.14;349;9.85;97.8;6;0;5;5;5;0;0;60;45.9363426;5.5320655;393;1.551;100;0;100;13;60;6;1;200;70;70;2;150;0.054025
5;France;AL01;AL01_5;24.11.2021;PR;10.2;0.0291;4.3;1.5;2.3;19;11;0;5;25;60;5;5;0;4.2;F;;25;4.6;7.87;414;11.15;95.8;5;0;0;0;5;0;10;70;46.0828385;5.6193299;890;4.763;100;0;100;2;90;5;0;100;100;70;2;150;0.0824
5;France;AL02;AL02_5;NA;TR;;;;;;22;17;0;;;;;;;;;;;;;;;;;;;;;;;140;46.0100572;5.5871596;800;45.327;100;0;100;0.5;30;3;0;80;100;10;2;150;0.07775
5;France;AL03;AL03_5;14.12.2021;TR;;;12;1.4;5.6;23;19;0;10;20;54;15;1;0;4.23;F;;90;3.4;8.08;472;12.04;97.2;276;10;0;0;5;5;10;110;45.9683373;5.575516;731;86.081;100;0;100;1;50;5;0;60;80;50;4;0;0
5;France;AL04;AL04_5;25.11.2021;PR;33.5;0.1832;16;7.5;11.69;30;25;5;1;25;54;15;5;0;4.02;F;;95;7.88;8.44;409;11.33;104.6;1880;5;0;0;1;15;1;150;45.924355;5.4998788;315;133.419;100;0;100;1;70;6;2;300;200;70;4;200;0.059075
5;France;AL05;AL05_5;25.11.2021;PR;29.86666667;0.173866667;21;17;19.5;35;21;5;0;30;50;15;5;0;4.05;F;;145;7.5;8.55;4;12.86;111.4;1440;10;0;0;15;30;5;150;45.9249257;5.4028767;268;225.922;100;0;100;1;80;5;2;150;150;20;4;150;0.073075
5;France;AL06;AL06_5;NA;TR;;;;;;36;;0;;;;;;;;;;;;;;;;;;;;;;;150;45.9472844;5.3592973;247;252.175;100;0;100;1;90;;2;80;50;50;3;150;0.07215
5;France;AL07;AL07_5;NA;TR;;;;;;34;23;0;;;;;;;;;;;;;;;;;;;;;;;150;45.9607009;5.2760369;222;287.227;100;0;100;1;80;;2;75;75;50;4;150;0.08
5;France;BR01;BR01_5;3.12.2021;TR;16.4;0.224;4.7;1.6;2.8;12;11;0;0;1;93;5;1;0;3.94;F;;15;6.8;8.22;422;11.53;98.4;36;0;0;0;5;0;3;50;45.9638925;5.4427493;369;3.303;100;0;100;4;50;6;0;130;70;60;2;0;0
5;France;BR02;BR02_5;3.12.2021;PR;20.05;0.3059;4.2;2.4;3.7;6.9;5;5;0;30;64;5;1;0;4.23;F;;82;9.9;7.77;5;10.96;100.3;350;0;0;0;1;5;1;80;45.9533635;5.4380244;321;6.939;100;0;100;4;90;5;0;150;100;100;2;150;0.0674
5;France;BU01;BU01_5;NA;TR;;;;;;8;5.3;0;;;;;;;;;;;;;;;;;;;;;;;60;45.8998385;5.3963605;538;3.778;100;0;100;2;80;6;0;50;30;70;2;0;0
5;France;BU02;BU02_5;NA;PR;;;;;;3.7;3.2;10;;;;;;;;;;;;;;;;;;;;;;;50;45.9147409;5.3732252;330;7.752;100;0;100;1;100;9;0;80;80;95;4;150;0.08445
5;France;CA01;CA01_5;22.11.2021;PR;9.3;24.1069;3.8;1.7;2.56;6;4;40;0;30;60;10;0;0;4.2;F;;52;8.5;8.1;434;10.83;98.4;13;0;0;0;10;5;5;60;45.8807964;5.4936681;527;6.51;100;0;100;3;90;6;0;100;75;70;2;150;0.042875
5;France;CA02;CA02_5;22.11.2021;PR;19;0.31795;8.6;3.8;6.4;15;10;5;0;20;70;5;5;0;4.05;F;;73;9;8.11;386;11.06;99.7;210;0;0;0;5;10;0;150;45.9205653;5.4424156;347;28.853;100;0;100;1;95;6;0;30;75;60;2;150;0.07885
5;France;CO01;CO01_5;24.11.2021;PR;8.6;0.0229;1.4;0.3;0.9;1.2;3;0;5;1;69;25;0;0;3.86;F;;17;4;8.19;435;10.83;92.1;1;0;0;0;10;0;5;50;46.0565634;5.6178711;892;1.107;100;0;100;0.5;100;3;0;20;15;95;2;0;0
5;France;GR01;GR01_5;22.11.2021;TR;5.9;0.0564;2.3;0.6;1.5;8;5;20;53;1;40;3;1;0;5.040816327;F;;28;5;8.06;470;11.91;97.8;1;0;0;0;5;0;0;50;45.9173726;5.4567152;392;3.554;100;0;100;4;80;7;0;150;100;95;2;150;0.0657
5;France;JO01;JO01_5;24.11.2021;TR;0.62;0;1.8;0.5;0.8;4.5;2.5;0;;;;;;;;IP;"4; depth: 0,7, 0,65,0,62, 0,5; size: 0,9*0,5, 1,8*0,5,1*0,5, 0,9*0,5";1;2.475;8.28;438;11.255;91.95;0;;;;;;;50;46.0538104;5.6355866;927;0.937;100;0;100;5;70;8;0;100;100;40;2;0;0
5;France;ME01;ME01_5;NA;PR;;;;;;13;9;0;;;;;;;;;;;;;;;;;;;;;;;60;45.9678634;5.6080166;824;4.476;100;0;100;4;90;7;0;300;150;80;2;150;0.064125
5;France;RA01;RA01_5;NA;PR;;;;;;4.3;3.2;40;;;;;;;;;;;;;;;;;;;;;;;50;45.8946851;5.4351605;528;2.424;100;0;100;6;15;5;0;50;30;40;3;0;0
5;France;RO01;RO01_5;24.11.2021;TR;1.74;0;2.6;0.6;1.69;1.9;6;1;80;0;20;0;0;0;5.6;IP;"2; depth: 2,5; 0,98 size: 4*2,5, 5,5*1";2;2.3;8.12;466;9.945;80.1;0;;;;;;;50;46.0512118;5.6116089;858;1.728;100;0;100;6;80;6;0;75;75;95;1;0;0
5;France;VI01;VI01_5;NA;PR;;;;;;6.7;4.5;80;;;;;;;;;;;;;;;;;;;;;;;60;45.9363426;5.5320655;393;1.551;100;0;100;13;60;6;1;200;70;70;2;0;0
6;France;AL01;AL01_6;20.1.2022;PR;10.4;0.1049;4.4;1.2;2;19;11;0;10;20;69;1;0;0;4.39;F;;40;3;7.92;398;12.03;97.9;7;0;0;0;0;2;2;70;46.0828385;5.6193299;890;4.763;100;0;100;2;90;5;0;100;100;70;2;150;0.0572
6;France;AL02;AL02_6;NA;TR;;;;;;22;17;0;;;;;;;;D;;;;;;;;;;;;;;;140;46.0100572;5.5871596;800;45.327;100;0;100;0.5;30;3;0;80;100;10;2;150;0.067975
6;France;AL03;AL03_6;19.1.2022;TR;19.35;0.07505;8.5;1.6;4.6;23;19;0;20;20;55;5;0;0;4.55;F;;105;1.8;8.14;519;11.19;86.8;30;0;0;0;5;1;3;110;45.9683373;5.575516;731;86.081;100;0;100;1;50;5;0;60;80;50;4;150;0.05255
6;France;AL04;AL04_6;25.1.2022;PR;;;11;18;15.1;30;25;0;0;40;45;10;5;0;4.2;F;;90;6.7;8.13;394;12.29;102.2;2218;0;0;0;0;10;2;150;45.924355;5.4998788;315;133.419;100;0;100;1;70;6;2;300;200;70;4;150;0.073875
6;France;AL05;AL05_6;25.1.2022;PR;23.73333333;0.2559;22;17;18.9;35;21;0;0;35;55;5;5;0;4.2;F;;110;6.5;8.06;385;12.62;104.3;2854;0;0;0;2;10;2;150;45.9249257;5.4028767;268;225.922;100;0;100;1;80;5;2;150;150;20;4;150;0.04625
6;France;AL06;AL06_6;24.1.2022;TR;23.36666667;0.322066667;23;11;15.6;36;;0;5;5;75;5;10;0;3.9;F;;200;7;8.04;386;11.72;97.7;2308;0;0;0;2;2;2;150;45.9472844;5.3592973;247;252.175;100;0;100;1;90;;2;80;50;50;3;150;0.0434
6;France;AL07;AL07_6;24.1.2022;TR;20.9;0.09915;16;4.5;9.9;34;23;0;0;20;65;5;10;0;3.95;F;;160;5.9;8.02;399;12.67;94.3;514;0;0;0;5;2;5;150;45.9607009;5.2760369;222;287.227;100;0;100;1;80;;2;75;75;50;4;150;0.05305
6;France;BR01;BR01_6;19.1.2022;TR;0;0;0;0;0;12;11;0;;;;;;;;D;;0;;;;;;0;;;;;;;50;45.9638925;5.4427493;369;3.303;100;0;100;4;50;6;0;130;70;60;2;150;0.05145
6;France;BR02;BR02_6;19.1.2022;PR;11.5;0.1985;4.3;1.7;2.9;6.9;5;10;3;35;61;1;0;0;4.4;F;;63;9.4;8.03;400;11.2;100.1;87;0;0;0;0;5;0;80;45.9533635;5.4380244;321;6.939;100;0;100;4;90;5;0;150;100;100;2;150;0.09535
6;France;BU01;BU01_6;18.1.2022;TR;11.8;0.1816;5.3;1.5;2.6;8;5.3;0;40;20;30;10;0;0;4.9;F;;27;2.7;8.54;6;12.99;100.5;13;10;0;0;1;10;2;60;45.8998385;5.3963605;538;3.778;100;0;100;2;80;6;0;50;30;70;2;150;0.09555
6;France;BU02;BU02_6;18.1.2022;PR;17.6;0.4796;3.4;1.9;2.7;3.7;3.2;10;0;40;55;5;0;0;4.35;F;;91;6.8;8.15;417;11.75;98.5;114;0;0;0;1;0;1;50;45.9147409;5.3732252;330;7.752;100;0;100;1;100;9;0;80;80;95;4;0;0
6;France;CA01;CA01_6;20.1.2022;PR;9.3;0.2437;3.6;2.1;3;6;4;40;0;25;70;5;0;0;4.2;F;;48;7.8;8.18;432;11.2;98.6;35;0;0;0;0;5;5;60;45.8807964;5.4936681;527;6.51;100;0;100;3;90;6;0;100;75;70;2;150;0.057
6;France;CA02;CA02_6;17.1.2022;PR;13.68421053;0.278336842;8.3;3.7;6;15;10;0;0;30;64;1;5;0;4.19;F;;67;6.8;7;383;11.67;97.6;493;0;0;0;0;5;0;150;45.9205653;5.4424156;347;28.853;100;0;100;1;95;6;0;30;75;60;2;150;0.07255
6;France;CO01;CO01_6;17.1.2022;PR;10.3;0.0406;0.6;1.9;1.3;3;1.1;0;10;10;74;1;5;0;4.19;F;;25;2.3;7.73;382;11.39;91.2;2;0;0;0;2;0;2;50;46.0565634;5.6178711;892;1.107;100;0;100;0.5;100;3;0;20;15;95;2;150;0.059425
6;France;GR01;GR01_6;17.1.2022;TR;6.6;0.1531;3.1;1.2;1.9;8;5;25;45;10;40;5;0;0;4.95;F;;30;2.1;8.03;460;13.47;100.2;3;0;0;0;0;5;5;50;45.9173726;5.4567152;392;3.554;100;0;100;4;80;7;0;150;100;95;2;150;0.064425
6;France;JO01;JO01_6;20.1.2022;TR;;;;;;4.5;2.5;0;;;;;;;;;;;;;;;;;;;;;;;50;46.0538104;5.6355866;927;0.937;100;0;100;5;70;8;0;100;100;40;2;150;0.07705
6;France;ME01;ME01_6;21.1.2022;PR;13;0.2075;3.4;1;2.2;13;9;0;15;20;59;1;5;0;4.39;F;;39;1.1;8.44;432;12.76;98.4;12;0;0;0;2;2;0;60;45.9678634;5.6080166;824;4.476;100;0;100;4;90;7;0;300;150;80;2;150;0.06955
6;France;RA01;RA01_6;18.1.2022;PR;11.7;0.2157;2.2;1;1.6;4.3;3.2;5;0;30;70;0;0;0;4.3;F;;37;6.5;8.27;359;11.05;94.1;16;0;0;0;0;1;1;50;45.8946851;5.4351605;528;2.424;100;0;100;6;15;5;0;50;30;40;3;150;0.06755
6;France;RO01;RO01_6;20.1.2022;TR;;;;;;6;3.4;1;;;;;;;;;;;;;;;;;;;;;;;50;46.0512118;5.6116089;858;1.728;100;0;100;6;80;6;0;75;75;95;1;0;0
6;France;VI01;VI01_6;19.1.2022;PR;9.7;0.3566;4.4;1.2;2.5;6.7;4.5;80;0;0;0;5;0;0;3;F;;99;6;8.27;340;12.11;100.2;30;10;0;0;0;0;0;60;45.9363426;5.5320655;393;1.551;100;0;100;13;60;6;1;200;70;70;2;0;0
1;Hungary;BUK01;BUK01_1;27.2.2021;PR;78.40625;0.036;4.76;3.2;3.5;4.5;3.3;100;0;0;0;0;0;100;1;F;;110;6.57;6.5;517;10.59;86.6;28.04;0;0;0;0;0;0;70;46.045215;17.978468;114;114;;;;5;70;6;2;100;100;80;5;150;0.01916
1;Hungary;BUK03;BUK03_1;27.2.2021;PR;28.76666667;0.1355;2.2;1.3;2;4.5;2.75;100;0;0;0;50;25;25;2.25;F;;70;6.904;6;485;11.39;93.7;50;0;0;10;0;0;10;50;46.119656;18.000946;140;92.3;;;;2;20;5;0;100;100;20;5;150;0.0228
1;Hungary;BUK07;BUK07_1;2.3.2021;TR;3.8625;;2;0.46;1;3.55;2.12;100;0;0;0;0;0;100;1;F;;8;2.702;6;46;9;66.4;8.17;0;0;0;40;0;30;50;46.13666;18.122228;227;4.5;;;;2;90;8;0;60;60;70;2;150;0.02973
1;Hungary;BUK09;BUK09_1;28.2.2021;TR;5.8;0.056571429;3.47;1.4;1.1;6;4;95;0;0;20;50;5;25;2.65;F;;15;5.476;6;453;9.92;78.8;0.62;0;0;0;30;0;5;50;46.106426;18.02912;199;2.9;;;;2.5;90;11;0;100;35;90;1;150;0.026265
1;Hungary;BUK10;BUK10_1;28.2.2021;PR;4.1375;0.04;2.75;2.2;0.75;5.05;4.39;85;10;0;30;15;25;20;2.95;F;;6;6.935;6.5;491;9.64;79.5;0.01;0;0;0;30;0;30;50;46.105807;18.039878;236;1.8;;;;2;80;6;0;70;40;85;1;150;0.02515
1;Hungary;BUK12;BUK12_1;28.2.2021;PR;9.85;0.066142857;1.7;0.9;1.18;5;9.5;75;0;0;15;35;50;0;2.65;F;;32;3.634;6;448;10.5;79.5;1.6;0;0;0;10;0;0;50;46.103198;18.019859;178;1.6;;;;2;75;12;0;30;30;90;1;150;0.018761
1;Hungary;BUK15;BUK15_1;23.2.2021;PR;12.3375;0.21075;2.37;0.77;1.8;4.55;3.75;80;20;0;20;10;10;40;2.9;F;;43;7.29;7.5;432;9.94;82.6;14.22;0;0;0;0;0;20;50;46.131829;18.003366;156;18.9;;;;2.5;80;7;1;50;60;80;2;150;0.0235
1;Hungary;BUK16;BUK16_1;23.2.2021;TR;10.725;0.126125;2.8;0.95;1.4;4.1;3.35;100;0;0;0;0;10;90;1.1;F;;30;6;6.8;420;10.09;81.2;4.11;0;0;0;0;0;30;50;46.135121;17.999258;170;12.2;;;;2.5;80;6;0;40;50;90;1;150;0.0154
1;Hungary;BUK19;BUK19_1;24.2.2021;PR;8.9125;0.1245;2.38;0.9;1.6;4.5;3.5;70;0;0;50;10;0;10;3.428571429;F;;38;6.13;7.1;420;11.17;90.5;4.78;0;0;0;10;0;10;50;46.136848;18.003531;169;5.8;;;;3.5;80;6;2;100;60;50;2;150;0.025656
1;Hungary;BUK20;BUK20_1;2.3.2021;TR;5.075;0.0484;2;1.15;1.52;4;3.9;65;0;0;15;25;25;35;2.2;F;;12;3.86;5.8;400;11.4;86.6;0.05;0;0;0;30;0;10;50;46.120284;18.031566;190;2;;;;6.5;90;13;0;70;90;100;1;150;0.02974
1;Hungary;BUK21;BUK21_1;26.2.2021;TR;10.5875;0.021;1.61;0.73;1.14;3.19;2.83;100;0;0;0;0;20;80;1.2;F;;21;8.68;6.2;512;8.42;72.5;0.95;0;0;0;50;0;20;50;46.12865;18.031122;172;9.3;;;;5;90;6;0;70;70;80;1;150;0.028
1;Hungary;BUK23;BUK23_1;25.2.2021;PR;18.475;0.057571429;4.44;0.54;1.8;5.44;5.1;75;0;0;5;45;45;5;2.5;F;;77;6.3;6.5;549;10.3;83.3;3.65;0;0;0;25;0;10;50;46.122236;18.060239;183;9.3;;;;5;95;10;0;10;20;85;1;150;0.027857
1;Hungary;BUK27;BUK27_1;25.2.2021;TR;9.6875;0.0075;2.44;0.3;1.23;3.03;2;65;0;0;50;20;10;20;3;F;;20;7.074;6;575;6.39;53.3;0.11;10;0;0;80;0;0;50;46.116355;18.080976;223;4.6;;;;5;95;10;0;20;20;100;1;150;0.027183
1;Hungary;BUK30;BUK30_1;25.2.2021;PR;3.3125;0.0452;2.63;0.75;0.9;4.67;6.4;80;0;0;40;10;20;30;2.6;F;;14;4.59;6;222;9.95;73.3;0.31;0;0;0;30;0;10;50;46.119942;18.056902;213;0.9;;;;5.5;75;5;0;70;50;95;1;150;0.033615
1;Hungary;BUK32;BUK32_1;25.2.2021;TR;3.5875;0.086;1.83;0.4;0.7;3.6;2.3;85;0;0;30;20;30;20;2.6;F;;6;11.6;6.25;455;8.99;82.6;1.23;0;0;0;10;0;5;50;46.116663;18.071729;216;1.7;;;;7;90;8;0;10;30;95;1;150;0.018817
1;Hungary;BUK36;BUK36_1;22.2.2021;TR;12.8125;0.182857143;3.2;0.58;1.67;3.64;4.9;70;0;10;50;20;10;0;3.666666667;F;;147;3.078;11.14;356;10.83;80;2.17;0;0;0;0;0;0;;46.138908;18.039308;185;4.4;;;;;;;;;;;;150;0.026619
1;Hungary;BUK37;BUK37_1;22.2.2021;TR;12.375;0.1135;2.1;0.5;1.2;3.6;5.1;70;0;0;40;25;25;10;2.95;F;;63;4.8;9.35;400;10.56;82.1;3.89;0;5;0;0;0;5;50;46.140617;18.037184;193;3.3;;;;2;85;9;0;65;55;65;1;150;0
1;Hungary;BUK38;BUK38_1;23.2.2021;TR;4.1875;0.02;1.9;0.13;0.6;3.6;1.6;100;0;0;0;0;5;95;1.05;F;;10;1.446;7.5;386;9.58;68.4;1.24;0;0;0;30;0;10;50;46.140577;18.039862;194;0.7;;;;1;75;10;1;33;33;95;1;150;0.0237
1;Hungary;BUK39;BUK39_1;26.2.2021;TR;23.1625;0.0474;3.04;1;2;4.64;3.4;70;0;0;50;10;0;40;2.7;F;;136;5.441;6;462;6.36;50.7;1.84;0;0;0;10;0;30;50;46.135008;18.06285;191;12.3;;;;2.5;80;5;1;50;40;90;1;150;0.03605
1;Hungary;BUK40;BUK40_1;26.2.2021;TR;12.3;0.01125;2.68;0.88;1.65;3.28;3.77;65;0;10;45;30;10;5;3.45;F;;46;4.86;5.5;466;7.24;56.5;0.84;0;5;0;70;0;20;50;46.13845;18.084525;231;8.5;;;;2.5;90;5;0;40;50;90;1;150;0.0242
1;Hungary;BUK42;BUK42_1;26.2.2021;PR;10.85;0.0535;5.45;0.45;1.22;5.45;2;75;10;10;25;15;20;20;3.15;F;;110;6.315;5.8;470;9.57;78;0.59;0;0;0;65;0;15;50;46.135248;18.082342;245;1.2;;;;5;65;5;0;60;60;95;1;150;0.0155
1;Hungary;BUK45;BUK45_1;24.2.2021;TR;18.375;0.045125;2.2;1.25;1.4;5;3.13;100;0;0;0;0;0;100;1;F;;22;7.329;6.8;544;9.59;79.9;6.36;0;0;0;0;0;30;50;46.145246;18.059212;175;10.4;;;;2;80;8;1;100;100;95;1;150;0.01932
1;Hungary;BUK49;BUK49_1;24.2.2021;TR;5.8375;0.032142857;1.36;0.3;1.28;2.5;2;100;0;0;0;0;100;0;2;F;;10;7.141;11.31;537;8.69;72.1;0.01;0;0;0;20;0;20;50;46.172726;18.046971;205;3.7;;;;1;100;6;1;50;60;50;1;150;0.013089
1;Hungary;BUK50;BUK50_1;27.2.2021;PR;11.425;0.1325;2.21;0.95;1.55;3.55;3.5;90;0;0;0;0;10;90;1.1;F;;14;8.952;6;524;9.31;80.7;7.12;0;0;0;25;0;5;50;46.10917;17.935804;162;8.2;;;;2;95;7;0;60;80;90;1;150;0.025767
1;Hungary;BUK52;BUK52_1;27.2.2021;PR;49.25;0.114666667;2.75;2.43;2.55;3.7;3.7;100;0;0;0;0;0;100;1;F;;90;7.6;6.5;598;8.2;68.7;48.01;0;0;70;0;0;0;50;45.992765;17.940566;104;184.4;;;;5;100;;;100;100;0;5;150;0.02491
2;Hungary;BUK01;BUK01_2;29.4.2021;PR;54.225;0.118375;3.36;2.56;2.89;3.57;3.58;100;0;0;0;0;0;100;1;F;;96;12.17;7.5;610;6.53;61.2;124.13;0;50;80;0;0;0;70;46.045215;17.978468;114;114;;;;5;70;6;2;100;100;80;5;150;0.030098
2;Hungary;BUK03;BUK03_2;27.4.2021;PR;26.3125;0.232625;3.15;1.6;2.17;3.15;1.6;100;0;0;15;30;25;30;2.3;F;;70;10.9;7.5;518;9.96;90.5;68.06;0;0;1;0;0;15;50;46.119656;18.000946;140;92.3;;;;2;20;5;0;100;100;20;5;150;0.019077
2;Hungary;BUK07;BUK07_2;22.4.2021;TR;3.875;0.048666667;1.7;0.28;0.75;2.7;2.5;100;0;5;0;0;0;95;1.2;F;;5;12.3;5.5;270;8.43;79.5;0.22;0;0;0;80;0;20;50;46.13666;18.122228;227;4.5;;;;2;90;8;0;60;60;70;2;150;0.0317
2;Hungary;BUK09;BUK09_2;23.4.2021;TR;7.9625;0.073428571;2.71;0.77;1.52;6.6;5;95;0;0;0;100;0;0;3;F;;16;11.55;6.9;507;7.3;64.8;3.07;0;0;0;90;0;0;50;46.106426;18.02912;199;2.9;;;;2.5;90;11;0;100;35;90;1;150;0.060997
2;Hungary;BUK10;BUK10_2;23.4.2021;PR;6.7625;0.059125;3;1.1;1.62;4.3;2.6;85;5;5;40;50;0;0;3.65;F;;10;12.7;6.9;499;8.22;77.8;0.28;0;0;0;80;0;10;50;46.105807;18.039878;236;1.8;;;;2;80;6;0;70;40;85;1;150;0.037585
2;Hungary;BUK12;BUK12_2;23.4.2021;PR;8.475;0.03675;1.58;0.42;1.198;4.3;6;75;0;0;10;80;10;0;3;F;;28;12;6.75;541;10;93.3;0.87;0;70;0;20;0;0;50;46.103198;18.019859;178;1.6;;;;2;75;12;0;30;30;90;1;150;0.039773
2;Hungary;BUK15;BUK15_2;20.4.2021;PR;12.125;0.1795;3.06;0.73;1.919;3.5;2.25;80;0;0;35;10;20;35;2.45;F;;44;10.065;7.2;451;10.16;90.3;19.28;0;0;15;0;0;10;50;46.131829;18.003366;156;18.9;;;;2.5;80;7;1;50;60;80;2;150;0.028892
2;Hungary;BUK16;BUK16_2;20.4.2021;TR;15.375;0.036375;3;0.9;1.95;3.5;2.5;100;0;0;0;0;20;80;1.2;F;;40;9.651;7.5;437;12.53;110.6;6.45;0;0;0;20;0;15;50;46.135121;17.999258;170;12.2;;;;2.5;80;6;0;40;50;90;1;150;0.030466
2;Hungary;BUK19;BUK19_2;21.4.2021;PR;9.825;0.160625;2.35;1.25;1.87;2.35;2.3;70;0;0;70;5;5;20;3.25;F;;50;9.2;6.8;405;10.41;90.7;8.74;0;0;0;5;0;10;50;46.136848;18.003531;169;5.8;;;;3.5;80;6;2;100;60;50;2;150;0.060305
2;Hungary;BUK20;BUK20_2;27.4.2021;TR;5.0625;0.06175;1.75;0.35;0.94;1.75;1.05;65;0;5;20;20;15;40;2.35;F;;15;8.7;7.5;358;9.62;82.6;0.53;0;0;0;20;0;10;50;46.120284;18.031566;190;2;;;;6.5;90;13;0;70;90;100;1;150;0.058525
2;Hungary;BUK21;BUK21_2;27.4.2021;TR;7.875;0.072125;1.95;0.55;1.24;2.3;1.05;100;0;0;0;0;30;70;1.3;F;;23;9.64;6.5;480;9.47;83.4;2.73;0;30;0;5;0;15;50;46.12865;18.031122;172;9.3;;;;5;90;6;0;70;70;80;1;150;0.05053
2;Hungary;BUK23;BUK23_2;21.4.2021;PR;17.5;0.16;5.1;1.1;2.23;5.1;2.55;75;0;0;30;20;20;30;2.5;F;;85;11.69;6.9;578;4.52;64.8;10.99;0;0;0;10;0;5;50;46.122236;18.060239;183;9.3;;;;5;95;10;0;10;20;85;1;150;0.029637
