campaign;DRN;site;running_id;date;stream_type;avg_depth_macroinvertebrates;avg_velocity_macroinvertebrates;Max_wetted_width_m;Min_wetted_width_m;Average_wetted_width_m;Bankfull_at_max__wetted_width_m;Bankfull_at_min__wetted_width_m;Embeddedness;bedrock;boulders;cobbles;gravel;sand;silt;particle_size;state_of_flow;if_IP_number_and_size_2_axes_+_depth_of_the_pools;Maximum_depth_cm;temperature_C;ph;conductivity_micros_cm;oxygen_mg_l;oxygen_sat;discharge_l_s;filamentous_algae;incrusted_algae;macrophyte_cover;leaf_litter_cover;moss_cover;wood_cover;reach_length_m;Latitude;Longitude;altitude_m;basin_area_km2;calcareous_geology_upstream;siliceous_geology_upstream;sedimentary_geology_upstream;slope;riparian_cover_in_the_riparian_area;native_riparian_species_richness;invasive_riparian_species_richness;left_river_bank_slope;right_river_bank_slope;shade;hydromorphological_alteration;volume_biofilm;m2_biofilm
1;Finland;LEP19;LEP19_1;15.4.2021;PR;30.57142857;0.968571429;7.6;3.5;4.26;7.6;3.5;30;10;2;48;5;15;20;3.27;F;;50;4.8;5.65;30;9.2;;1124.52;0;0;5;0;5;2;60;60.333863;24.6547;46;24.8821;0;0;0;2.983259605;100;3;0;60;20;10;2;200;0.0474
1;Finland;LEP20;LEP20_1;15.4.2021;TR;14.5;0.415;3.4;0.7;1.55;3.4;0.7;30;2;10;15;32;40;0;3.01010101;F;;27;3.9;4.44;26;9.82;;17.46;0;0;0;0;10;15;50;60.334312;24.65289;49;1.1466;0;0;0;8.561922605;100;5;0;30;30;80;1;200;0.0517
1;Finland;LEP21;LEP21_1;NA;PR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;60.355917;24.755862;30;196.6206;0;0;10;1.077313621;50;5;1;;;40;2;0;0
2;Finland;LEP01;LEP01_2;17.5.2021;PR;19.625;0.34125;5;1;2.73;5;1;60;0;0;10;40;30;20;2.4;F;;20;8.8;6.6;120;8.2;;37.88;0;0;0;1;2;5;55;60.481367;24.656397;69;4.3881;0;0;74;7.335931312;100;6;0;4;5;20;2;0;0
2;Finland;LEP02;LEP02_2;17.5.2021;PR;15.25;0.07375;1.2;0.5;0.81;1.2;0.5;50;0;0;0;0;50;50;1.5;F;;17;9.4;6.27;52;7.38;;3.69;0;0;0;5;1;5;50;60.469907;24.623038;86;0.2798;0;0;0;6.355714175;100;4;0;10;10;80;1;200;0.03075
2;Finland;LEP03;LEP03_2;17.5.2021;PR;16.5;0.17875;1.5;0.9;1.165;2.5;0.9;40;0;5;20;35;30;10;2.8;F;;30;11.3;7.4;111;7.52;;9.01;0;0;1;0;4;1;80;60.457176;24.621249;59;1.848;0;0;0;13.81343854;100;6;0;;;;1;200;0.0274
2;Finland;LEP04;LEP04_2;18.5.2021;PR;13;0.195;2.5;0.9;1.765;2.5;0.9;45;0;5;10;15;60;10;2.4;F;;18;16.1;6.7;98;6.87;;15.25;0;0;0;0;1;10;80;60.431312;24.532785;63;0.9513;0;0;100;1.517585457;100;7;0;60;20;95;2;200;0.0411
2;Finland;LEP05;LEP05_2;19.5.2021;PR;13.5;0.25125;2;0.4;1.325;2;0.4;55;5;5;10;55;25;0;3.1;F;;20;13.9;5.56;50;6.33;;24.65;0;0;0;0;2;1;50;60.345149;24.560472;69;1.6169;0;0;0;3.269818039;100;6;0;50;30;90;1;200;0.0305
2;Finland;LEP06;LEP06_2;19.5.2021;TR;9.375;0.02375;1.2;0.4;0.81;1.2;0.4;60;50;5;15;10;20;0;4.55;F;;13;13.7;5.43;20;5.74;;1.62;0;0;1;2;40;3;50;60.336843;24.60056;80;0.4975;0;0;0;6.364167497;10;5;0;5;5;80;2;200;0.0287
2;Finland;LEP07;LEP07_2;19.5.2021;TR;8.375;0.24375;1.6;0.6;1.13;1.6;0.6;20;1;5;4;70;20;0;2.97;F;;18;14.8;5.37;22;6.95;;2.92;0;0;2;1;13;7;50;60.329621;24.636853;65;1.2243;0;0;0;8.256404915;100;5;0;20;30;60;1;200;0.0251
2;Finland;LEP08;LEP08_2;19.5.2021;TR;16.25;0.08;1.6;0.7;1.025;1.6;0.7;40;0;20;5;5;1;69;2.06;F;;30;11.5;5.6;25;7.16;;10.2;0;0;1;3;5;1;50;60.298508;24.64354;53;1.5595;0;0;0;0.409235056;100;4;0;20;20;80;2;200;0.042
2;Finland;LEP09;LEP09_2;17.5.2021;TR;14.875;0.20875;2;0.4;1.07;2.5;0.4;60;10;0;10;10;60;10;2.6;F;;30;15.2;5.34;21;6.58;;16.56;0;0;0;0;0;0;50;60.329393;24.703003;53;1.415;0;0;0;4.645826101;100;4;0;5;20;60;1;200;0.0233
2;Finland;LEP10;LEP10_2;19.5.2021;TR;9.125;0.155;4.2;0.8;1.72;4.2;0.8;50;40;12;13;5;0;30;3.97;F;;20;11.3;6.26;31;7.57;;8.23;0;0;1;1;10;10;50;60.3522;24.69313;37;1.3;0;0;0;4.159555071;100;5;0;40;20;80;1;200;0.03
2;Finland;LEP11;LEP11_2;18.5.2021;PR;37.5;0.238571429;5;2.5;3.89;5;2.5;45;0;1;10;5;10;74;1.54;F;;72;14.2;6.6;82;6.84;;334.52;0;0;1;1;2;2;100;60.388047;24.523806;48;18.8479;0;0;8;0.973651075;80;4;0;40;40;70;3;200;0.0552
2;Finland;LEP12;LEP12_2;18.5.2021;PR;33.85714286;0.521428571;5.78;3.8;4.56142857;5.78;3.8;35;0;40;20;20;20;0;3.8;F;;40;14.3;6.69;92;5.89;;552.88;1;0;0;0;20;0;100;60.363523;24.640857;38;58.4476;0;0;7;1.798212265;100;4;0;10;40;80;2;200;0.0399
2;Finland;LEP13;LEP13_2;18.5.2021;TR;11.625;0.28125;3.3;1.3;2.33;3.3;1.3;45;0;0;40;40;20;0;3.2;F;;15;17.1;5.7;19;6.84;;25.66;0;0;2;0;20;4;60;60.358292;24.627062;61;3.6296;0;0;0;3.449561113;100;7;0;20;20;75;1;200;0.049
2;Finland;LEP14;LEP14_2;18.5.2021;PR;34.64285714;0.308571429;9.5;6;7.45;9.5;6;35;5;35;30;20;10;0;4.05;F;;40;14.8;6.68;57;7.15;;333;4;0;1;0;10;0;110;60.362754;24.652477;36;30.0057;0;0;0;0.737899617;100;6;0;;;;2;200;0.0763
2;Finland;LEP15;LEP15_2;20.5.2021;TR;8.25;0.11625;1.2;0.12;0.65;1.2;0.95;35;20;30;20;28;0;2;4.36;F;;16;10.2;5.92;19;7.77;;0.5;0;0;1;0;5;2;50;60.356613;24.635035;64;0.4318;0;0;0;9.71404946;100;4;0;20;20;40;1;200;0.0063
2;Finland;LEP16;LEP16_2;18.5.2021;PR;23.71428571;0.452857143;7.9;3;5.23;7.9;3;35;0;0;0;0;0;0;0;F;;30;13.8;7;92;7;;258.37;0;0;1;0;1;5;100;60.384522;24.558029;45;33.1103;0;0;12;0.892570807;100;5;0;20;20;60;;200;0.0737
2;Finland;LEP17;LEP17_2;19.5.2021;PR;15;0.375;5.5;0.65;2.25;5.5;0.65;70;30;10;5;15;30;10;3.65;F;;25;14;6.26;36;7.27;;50.64;0;0;1;1;30;7;50;60.324942;24.626211;59;5.0801;0;0;0;9.549622616;100;5;0;40;20;90;1;200;0.0223
2;Finland;LEP18;LEP18_2;20.5.2021;PR;10;0.2975;5.5;1.6;2.769;5.5;1.6;80;0;0;2;20;8;70;1.54;F;;23;11.6;6.32;35;7.75;;15.22;0;0;2;0;2;8;50;60.354234;24.672479;38;2.8944;0;0;0;0.604094651;100;2;0;10;10;60;4;200;0.0204
2;Finland;LEP19;LEP19_2;20.5.2021;PR;21.5;0.555;6.5;2.6;3.84;6.5;2.6;30;10;5;35;5;40;5;3.25;F;;45;12.3;6.6;44;7.88;;247.25;0;0;2;0;40;4;60;60.333863;24.6547;46;24.8821;0;0;0;2.983259605;100;3;0;60;20;10;2;200;0.039
2;Finland;LEP20;LEP20_2;20.5.2021;TR;9.75;0.18625;1.5;0.65;1.02;1.5;0.65;30;0;10;30;30;30;0;3.2;F;;18;12.7;5.44;23;7.58;;1.38;0;0;3;0;25;25;50;60.334312;24.65289;49;1.1466;0;0;0;8.561922605;100;5;0;30;30;80;1;200;0.0369
2;Finland;LEP21;LEP21_2;17.5.2021;PR;36.5;0.576428571;11;5.5;7.6;10;5.5;25;0;20;40;30;10;0;3.7;F;;45;15.5;6.93;116;6.05;;1090;2;0;0;0;30;0;100;60.355917;24.755862;30;196.6206;0;0;10;1.077313621;50;5;1;;;40;2;200;0.0393
3;Finland;LEP01;LEP01_3;14.6.2021;PR;10.375;0.42375;4.3;2;3.13;4.7;2;60;0;5;5;75;10;5;2.95;F;;20;9.2;7.87;112;8.89;;60.48;0;0;1;0;2;5;55;60.481367;24.656397;69;4.3881;0;0;74;7.335931312;100;6;0;4;5;20;2;200;0.0206
3;Finland;LEP02;LEP02_3;17.6.2021;PR;11.375;0.035;1;0.4;0.63;1.15;0.45;50;0;0;1;4;93;2;2.04;F;;20;10.9;6.97;55;7.62;;1.32;0;0;2;0;4;2;50;60.469907;24.623038;86;0.2798;0;0;0;6.355714175;100;4;0;10;10;80;1;200;0.0322
3;Finland;LEP03;LEP03_3;17.6.2021;PR;9.25;0.165;1.25;0.4;0.85;2.2;1.1;40;0;5;15;50;25;5;2.9;F;;20;13.9;7.49;110;8.29;;2.99;1;0;2;0;8;2;80;60.457176;24.621249;59;1.848;0;0;0;13.81343854;100;6;0;;;;1;200;0.019
3;Finland;LEP04;LEP04_3;17.6.2021;PR;9.125;0.1575;2.5;0.8;1.59;2.6;0.9;45;0;10;30;20;40;0;3.1;F;;20;17.3;7.47;100;6.93;;4.72;0;0;1;0;2;2;80;60.431312;24.532785;63;0.9513;0;0;100;1.517585457;100;7;0;60;20;95;2;200;0.0222
3;Finland;LEP05;LEP05_3;16.6.2021;PR;7;0.26125;1.8;0.85;1.27;2;0.85;55;5;10;20;35;30;0;3.25;F;;15;14.3;6.3;47;6.7;;7.33;0;0;0;0;2;2;50;60.345149;24.560472;69;1.6169;0;0;0;3.269818039;100;6;0;50;30;90;1;200;0.024
3;Finland;LEP06;LEP06_3;16.6.2021;TR;11.75;0.04625;1.3;0.35;0.8;1.8;0.65;60;5;5;15;50;25;0;3.15;F;;15;17.8;5.68;17;6.27;;1.28;0;0;15;5;15;5;50;60.336843;24.60056;80;0.4975;0;0;0;6.364167497;10;5;0;5;5;80;2;200;0.0212
3;Finland;LEP07;LEP07_3;16.6.2021;TR;7;0.02;1.7;0.4;0.93;3.6;1.1;20;5;10;15;40;30;0;3.2;F;;5;14.8;6.2;23;7.14;;0.84;0;0;5;5;20;10;50;60.329621;24.636853;65;1.2243;0;0;0;8.256404915;100;5;0;20;30;60;1;200;0.0136
3;Finland;LEP08;LEP08_3;16.6.2021;TR;15.625;0.13125;1.15;0.1;0.78;1.15;0.6;40;0;10;20;30;30;10;2.9;F;;40;15.3;5.96;24;7.08;;8.51;0;0;0;0;10;1;50;60.298508;24.64354;53;1.5595;0;0;0;0.409235056;100;4;0;20;20;80;2;200;0.027
3;Finland;LEP09;LEP09_3;16.6.2021;TR;11.25;0.1;1.9;0.55;1.08;1.9;0.65;60;1;4;5;10;60;20;2.16;F;;20;16.5;5.76;20;6.77;;4.39;0;0;10;0;20;2;50;60.329393;24.703003;53;1.415;0;0;0;4.645826101;100;4;0;5;20;60;1;200;0.0156
3;Finland;LEP10;LEP10_3;17.6.2021;TR;7.875;0.03875;1.2;0.6;0.9;1.5;2.1;50;4;50;20;16;9;1;4.21;F;;15;14.4;7.32;46;7.46;;1;0;0;1;0;20;2;50;60.3522;24.69313;37;1.3;0;0;0;4.159555071;100;5;0;40;20;80;1;200;0.0134
3;Finland;LEP11;LEP11_3;15.6.2021;PR;29.35714286;0.386428571;6;4;5.35;6;4.5;45;0;2;18;20;40;20;2.42;F;;65;16.6;7.26;79;6.88;;227.93;0;0;4;0;2;1;100;60.388047;24.523806;48;18.8479;0;0;8;0.973651075;80;4;0;40;40;70;3;200;0.043
3;Finland;LEP12;LEP12_3;14.6.2021;PR;30.21428571;0.436428571;7;3;5.05;7.6;4.5;35;0;20;40;30;10;0;3.7;F;;40;16.6;7.24;90;5.75;;593.44;0;0;1;0;10;10;100;60.363523;24.640857;38;58.4476;0;0;7;1.798212265;100;4;0;10;40;80;2;200;0.0629
3;Finland;LEP13;LEP13_3;17.6.2021;TR;8.25;0.31625;2.5;1;1.6;2.9;1.5;45;0;0;50;30;15;5;3.25;F;;12;19.1;6.78;20;7.16;;10.42;0;0;0;0;15;4;60;60.358292;24.627062;61;3.6296;0;0;0;3.449561113;100;7;0;20;20;75;1;200;0.0167
3;Finland;LEP14;LEP14_3;14.6.2021;PR;33.21428571;0.425714286;10;5;7.2;10;6;;10;20;30;20;10;10;3.7;F;;60;16.9;7.16;60;7.42;;341.42;0;10;5;0;5;2;110;60.362754;24.652477;36;30.0057;0;0;0;0.737899617;100;6;0;;;;2;200;0.042
3;Finland;LEP15;LEP15_3;14.6.2021;TR;8.5;0.03;1;0.1;0.54;1;0.5;;0;50;30;10;10;0;4.2;F;;30;13.1;6.69;19;7.52;;0.65;0;0;0;0;10;1;50;60.356613;24.635035;64;0.4318;0;0;0;9.71404946;100;4;0;20;20;40;1;200;0.01955
3;Finland;LEP16;LEP16_3;15.6.2021;PR;18.85714286;0.329285714;8;3.5;5;8.5;4.5;35;0;10;60;20;9;1;3.69;F;;40;15.3;7.45;89;6.96;;208.1;0;0;2;0;6;2;100;60.384522;24.558029;45;33.1103;0;0;12;0.892570807;100;5;0;20;20;60;;200;0.0437
3;Finland;LEP17;LEP17_3;16.6.2021;PR;13.125;0.2225;2.6;1.3;2.05;2.8;1.3;70;4;10;20;30;20;16;3;F;;40;17.2;6.6;36;9.86;;7.29;2;0;0;0;4;2;50;60.324942;24.626211;59;5.0801;0;0;0;9.549622616;100;5;0;40;20;90;1;200;0.0136
3;Finland;LEP18;LEP18_3;15.6.2021;PR;8.25;0.25375;1.9;0.5;1.36;2.5;1.4;80;0;0;0;40;40;20;2.2;F;;4;16.1;6.97;41;7.11;;6.61;0;0;1;0;2;0;50;60.354234;24.672479;38;2.8944;0;0;0;0.604094651;100;2;0;10;10;60;4;200;0.02
3;Finland;LEP19;LEP19_3;15.6.2021;PR;19.07142857;0.535714286;4.3;2.6;3.29;4.4;3;30;3;6;30;40;20;1;3.29;F;;24;16.5;6.53;43;7.07;;282.13;1;0;1;0;10;4;60;60.333863;24.6547;46;24.8821;0;0;0;2.983259605;100;3;0;60;20;10;2;200;0.038625
3;Finland;LEP20;LEP20_3;15.6.2021;TR;6.625;0.1175;1.6;0.7;1.08;2.2;1.2;30;0;20;38;40;2;0;3.76;F;;10;15.9;5.74;23;7.14;;2.15;0;0;4;0;30;2;50;60.334312;24.65289;49;1.1466;0;0;0;8.561922605;100;5;0;30;30;80;1;200;0.0286
3;Finland;LEP21;LEP21_3;14.6.2021;PR;37;0.571428571;15;5;8.3;15;5;25;0;30;50;10;10;0;4;F;;100;16.6;7.61;130;5.85;;1745.24;4;0;1;0;4;0;100;60.355917;24.755862;30;196.6206;0;0;10;1.077313621;50;5;1;;;40;2;200;0.073
4;Finland;LEP01;LEP01_4;9.8.2021;PR;12.875;0.44875;4.6;1.2;3.01;4.6;1.2;60;0;0;0;60;20;20;2.4;F;;40;12.9;6.66;111;8.16;;140.7510204;0;0;0;0;0;0;55;60.481367;24.656397;69;4.3881;0;0;74;7.335931312;100;6;0;4;5;20;2;200;0.02595
4;Finland;LEP02;LEP02_4;10.8.2021;PR;6.625;0.005;0.8;0.25;0.52;1;0.4;50;0;0;0;10;40;50;1.6;F;;3;16;6.67;57;3.9;;0.088888889;0;0;0;6;2;2;50;60.469907;24.623038;86;0.2798;0;0;0;6.355714175;100;4;0;10;10;80;1;200;0.025825
4;Finland;LEP03;LEP03_4;10.8.2021;PR;8;0.02375;1.25;0.4;0.89;3.4;1.5;40;0;0;0;0;0;0;0;F;;6;15.9;7.4;103;6.53;;2.288;0;0;4;2;6;2;80;60.457176;24.621249;59;1.848;0;0;0;13.81343854;100;6;0;;;;1;200;0.0345
4;Finland;LEP04;LEP04_4;10.8.2021;PR;7.5;0.23375;2.3;0.85;1.685;2.4;0.8;45;0;10;20;20;30;20;2.7;F;;6;19.2;7.52;93;6.9;;2.9624;0;0;2;0;6;4;80;60.431312;24.532785;63;0.9513;0;0;100;1.517585457;100;7;0;60;20;95;2;200;0.030925
4;Finland;LEP05;LEP05_4;10.8.2021;PR;7.25;0.01125;1.5;0.2;0.9;1.5;1;55;5;5;20;30;30;10;2.95;F;;20;14.7;6.92;75;6.51;;0.756;0;0;0;4;10;1;50;60.345149;24.560472;69;1.6169;0;0;0;3.269818039;100;6;0;50;30;90;1;200;0.0409
4;Finland;LEP06;LEP06_4;11.8.2021;TR;0;0;0;0;0;;;60;5;5;10;25;50;5;2.75;D;;0;;;;;;0;0;0;4;2;1;1;50;60.336843;24.60056;80;0.4975;0;0;0;6.364167497;10;5;0;5;5;80;2;200;0
4;Finland;LEP07;LEP07_4;11.8.2021;TR;6.5;0;1;0.5;0.78;;;20;0;5;20;30;40;5;2.8;IP;"3 pools: 100 x 60 x 7 cm; 80 x 80 x 4cm; 100 x 50 x 5 cm";15;15.5;6.25;75;3.05;;0;0;0;10;1;10;4;50;60.329621;24.636853;65;1.2243;0;0;0;8.256404915;100;5;0;20;30;60;1;200;0.01
4;Finland;LEP08;LEP08_4;9.8.2021;TR;13;0.01125;1.1;0.5;0.6625;1.1;0.5;40;0;10;20;30;20;20;2.8;F;;20;16.1;6.12;45;6.09;;1.5138;0;0;2;10;30;4;50;60.298508;24.64354;53;1.5595;0;0;0;0.409235056;100;4;0;20;20;80;2;200;0.0324
4;Finland;LEP09;LEP09_4;11.8.2021;TR;7.625;0;1;0.6;0.9;;;60;0;0;10;20;60;10;2.3;IP;"4 pools: 800 x 100 x 10 cm; 700 x 100 x15 cm; 1200 x 100 x 15 cm; 60 x 60 x 10cm";15;13.7;5.72;42;3.46;;0;2;0;20;4;4;1;50;60.329393;24.703003;53;1.415;0;0;0;4.645826101;100;4;0;5;20;60;1;200;0.02795
4;Finland;LEP10;LEP10_4;11.8.2021;TR;6.625;0.0125;0.9;0.2;0.385;4;1.3;50;2;60;20;15;2;1;4.42;F;;4;14;6.79;79;6.63;;0.1008;0;0;2;4;30;6;50;60.3522;24.69313;37;1.3;0;0;0;4.159555071;100;5;0;40;20;80;1;200;0.0172
4;Finland;LEP11;LEP11_4;10.8.2021;PR;24.78571429;0.144285714;4;1.4;3.05;4;1.4;45;0;2;15;20;20;40;2.164948454;F;;80;16.8;7.23;158;6.72;;106;0;0;20;4;10;4;100;60.388047;24.523806;48;18.8479;0;0;8;0.973651075;80;4;0;40;40;70;3;200;0.0304
4;Finland;LEP12;LEP12_4;9.8.2021;PR;21.85714286;0.315;8;2;5.6;9;6;35;0;10;50;30;10;0;3.6;F;;30;16.4;7.25;157;5.45;;107.4;0;0;0;0;0;0;100;60.363523;24.640857;38;58.4476;0;0;7;1.798212265;100;4;0;10;40;80;2;200;0.0304
4;Finland;LEP13;LEP13_4;11.8.2021;TR;8.25;0.0125;2.2;0.5;1.195;3.8;1.9;45;0;0;18;20;60;2;2.54;F;;9;17.3;7.4;88;7.06;;0.4896;0;0;0;1;20;4;60;60.358292;24.627062;61;3.6296;0;0;0;3.449561113;100;7;0;20;20;75;1;200;0.019575
4;Finland;LEP14;LEP14_4;9.8.2021;PR;24.85714286;0.16;11.5;5;7.8;12;6.5;35;10;20;30;20;15;5;3.75;F;;60;16.8;7.57;152;6.44;;72.1875;0;0;0;0;0;0;110;60.362754;24.652477;36;30.0057;0;0;0;0.737899617;100;6;0;;;;2;200;0.0561
4;Finland;LEP15;LEP15_4;11.8.2021;TR;0;0;0;0;0;;;35;1;10;40;30;19;0;3.44;D;;0;;;;;;0;0;0;0;0;0;0;50;60.356613;24.635035;64;0.4318;0;0;0;9.71404946;100;4;0;20;20;40;1;200;0
4;Finland;LEP16;LEP16_4;10.8.2021;PR;18.85714286;0.21;8;3;5.55;10;4.2;35;0;10;40;30;15;5;3.35;F;;40;16.1;7.26;143;6.3;;53.352;0;0;0;5;15;1;100;60.384522;24.558029;45;33.1103;0;0;12;0.892570807;100;5;0;20;20;60;;200;0.0295
4;Finland;LEP17;LEP17_4;12.8.2021;PR;5.5;0.125;3.2;0.9;1.78;4.5;1.4;70;20;20;20;20;10;10;3.9;F;;30;15.8;7.01;42;6.4;;1.776;0;0;1;4;10;2;50;60.324942;24.626211;59;5.0801;0;0;0;9.549622616;100;5;0;40;20;90;1;200;0.023625
4;Finland;LEP18;LEP18_4;11.8.2021;PR;10;0.0675;1.9;0.2;1.04;2.6;2;80;0;0;1;20;30;50;1.722772277;F;;5;14.6;7;100;6.95;;0.936;0;0;2;0;1;1;50;60.354234;24.672479;38;2.8944;0;0;0;0.604094651;100;2;0;10;10;60;4;200;0.024
4;Finland;LEP19;LEP19_4;12.8.2021;PR;10.85714286;0.078571429;4.4;2;3.12;4.9;3.4;30;10;10;30;30;15;5;3.55;F;;30;15;7.27;117;7.22;;6.9825;1;0;4;1;10;2;60;60.333863;24.6547;46;24.8821;0;0;0;2.983259605;100;3;0;60;20;10;2;200;0.029275
4;Finland;LEP20;LEP20_4;12.8.2021;TR;0;0;0;0;0;;;30;0;40;30;15;10;5;3.9;D;;0;;;;;;0;0;0;2;2;10;4;50;60.334312;24.65289;49;1.1466;0;0;0;8.561922605;100;5;0;30;30;80;1;200;0
4;Finland;LEP21;LEP21_4;9.8.2021;PR;32.78571429;0.364285714;7.5;5.8;6.79;7.8;6;25;0;10;40;20;20;10;3.2;F;;60;16.2;7.11;172;6.04;;534.1375;0;0;0;0;0;0;100;60.355917;24.755862;30;196.6206;0;0;10;1.077313621;50;5;1;;;40;2;200;0.0464
5;Finland;LEP01;LEP01_5;20.9.2021;PR;12.5;0.47125;4;1;2.7;5;1;60;0;0;10;40;30;20;2.4;F;;20;8;7.69;116;8.38;;32.28642857;0;0;11;1;6;4;55;60.481367;24.656397;69;4.3881;0;0;74;7.335931312;100;6;0;4;5;20;2;200;0.0169
5;Finland;LEP02;LEP02_5;20.9.2021;PR;13;0.03875;1.7;0.3;0.85;1.7;0.3;50;0;0;0;0;50;50;1.5;F;;27;7.3;6.99;58;7.29;;1.404;0;0;0;20;1;0;50;60.469907;24.623038;86;0.2798;0;0;0;6.355714175;100;4;0;10;10;80;1;200;0.0239
5;Finland;LEP03;LEP03_5;20.9.2021;PR;8;0.02375;1.5;0.2;0.93;1.7;1;40;0;5;20;35;30;10;2.8;F;;11;7.8;7.85;133;8.35;;1.155;0;0;0;10;4;2;80;60.457176;24.621249;59;1.848;0;0;0;13.81343854;100;6;0;;;;1;200;0.0215
5;Finland;LEP04;LEP04_5;21.9.2021;PR;10.375;0.17875;2.5;1;1.51;3.5;1.2;45;0;5;10;15;60;10;2.4;F;;17;9.3;7.08;107;7.86;;11.97;0;0;0;1;1;2;80;60.431312;24.532785;63;0.9513;0;0;100;1.517585457;100;7;0;60;20;95;2;200;0.0334
5;Finland;LEP05;LEP05_5;22.9.2021;PR;11.875;0.285;1.5;0.9;1.23;1.5;0.9;55;5;5;10;55;25;0;3.1;F;;18;6.8;6.41;49;7.51;;22.47;0;0;0;0;0;0;50;60.345149;24.560472;69;1.6169;0;0;0;3.269818039;100;6;0;50;30;90;1;200;0.0227
5;Finland;LEP06;LEP06_5;22.9.2021;TR;11;0.025;1.1;0.3;0.58;1.1;0.6;60;50;5;15;10;20;0;4.55;F;;16;7.4;5.9;21;6.4;;1.625;0;0;0;1;0;0;50;60.336843;24.60056;80;0.4975;0;0;0;6.364167497;10;5;0;5;5;80;2;200;0.0298
5;Finland;LEP07;LEP07_5;22.9.2021;TR;8.625;0.05;2;0.5;1;3;1;20;1;5;4;70;20;0;2.97;F;;14;7.4;6.5;24;7.8;;1.2375;0;0;0;6;0;0;50;60.329621;24.636853;65;1.2243;0;0;0;8.256404915;100;5;0;20;30;60;1;200;0.0147
5;Finland;LEP08;LEP08_5;22.9.2021;TR;13.125;0.17875;1.3;0.5;0.89;1.3;0.9;40;0;20;5;5;1;69;2.06;F;;18;6.2;6.03;25;8.6;;10.488;0;0;0;2;0;0;50;60.298508;24.64354;53;1.5595;0;0;0;0.409235056;100;4;0;20;20;80;2;200;0.0188
5;Finland;LEP09;LEP09_5;21.9.2021;TR;9.75;0.21125;2;0.5;1.13;2.2;0.8;60;10;0;10;10;60;10;2.6;F;;30;9.2;6.22;23;7.75;;9.183673469;0;0;8;4;10;2;50;60.329393;24.703003;53;1.415;0;0;0;4.645826101;100;4;0;5;20;60;1;200;0.0258
5;Finland;LEP10;LEP10_5;21.9.2021;TR;8.5;0.13125;2;0.75;1.215;2.1;0.75;50;40;12;13;5;0;30;3.97;F;;20;6.5;6.95;28;8.67;;1.348660714;0;0;0;1;30;5;50;60.3522;24.69313;37;1.3;0;0;0;4.159555071;100;5;0;40;20;80;1;200;0.0221
5;Finland;LEP11;LEP11_5;20.9.2021;PR;24.92857143;0.545714286;7;4;5.9;7.2;4.2;45;0;1;10;5;10;74;1.54;F;;35;9.3;7.5;79;7.77;;249.056;0;0;0;1;10;2;100;60.388047;24.523806;48;18.8479;0;0;8;0.973651075;80;4;0;40;40;70;3;200;0.04624
5;Finland;LEP12;LEP12_5;20.9.2021;PR;31.57142857;0.607142857;8;4;5.1;8.5;6;35;0;40;20;20;20;0;3.8;F;;45;8.6;7.28;86;7.06;;434.016;0;0;0;4;20;2;100;60.363523;24.640857;38;58.4476;0;0;7;1.798212265;100;4;0;10;40;80;2;200;0.0587
5;Finland;LEP13;LEP13_5;21.9.2021;TR;9.125;0.32625;2.5;1.4;1.82;2.7;1.4;45;0;0;40;40;20;0;3.2;F;;25;10.6;6.51;19;8.08;;20.58367347;0;0;0;10;40;4;60;60.358292;24.627062;61;3.6296;0;0;0;3.449561113;100;7;0;20;20;75;1;200;0.0183
5;Finland;LEP14;LEP14_5;20.9.2021;PR;35.21428571;0.508571429;9;5;7.1;10;7;35;5;35;30;20;10;0;4.05;F;;45;9;6.99;46;7.96;;435.0122449;0;0;2;10;20;0;110;60.362754;24.652477;36;30.0057;0;0;0;0.737899617;100;6;0;;;;2;200;0.1018
5;Finland;LEP15;LEP15_5;21.9.2021;TR;9;0.03;1.1;0.25;0.59;1.1;0.75;35;20;30;20;28;0;2;4.36;F;;12;7.3;6.07;24;7.61;;0.42;0;0;0;1;0;1;50;60.356613;24.635035;64;0.4318;0;0;0;9.71404946;100;4;0;20;20;40;1;200;0.0156
5;Finland;LEP16;LEP16_5;20.9.2021;PR;28;0.426428571;9;3;5.5;9.5;6;35;0;0;0;0;0;0;0;F;;40;8.4;7.55;89;7.91;;160.4166667;0;0;0;5;10;4;100;60.384522;24.558029;45;33.1103;0;0;12;0.892570807;100;5;0;20;20;60;;200;0.03675
5;Finland;LEP17;LEP17_5;22.9.2021;PR;9.875;0.33;3.5;1.3;2.09;3.5;1.3;70;30;10;5;15;30;10;3.65;F;;20;8;6.7;37;8.49;;26.1421875;0;0;0;2;0;0;50;60.324942;24.626211;59;5.0801;0;0;0;9.549622616;100;5;0;40;20;90;1;200;0.023
5;Finland;LEP18;LEP18_5;21.9.2021;PR;9.375;0.255;2;0.7;1.39;2;1.5;80;0;0;2;20;8;70;1.54;F;;20;6.3;6.66;41;8.12;;3.72;0;0;1;0;2;0;50;60.354234;24.672479;38;2.8944;0;0;0;0.604094651;100;2;0;10;10;60;4;200;0.0085
