Campaign;Site;Country;Date;Sample.ID;Acroloxus.sp.;Alboglossiphonia.sp.;Ancylus.sp.;Anodonta.sp.;Aphelocheirus.sp.;Aplexa.sp.;Asellus.sp.;Astacus.sp.;Atyaephyra.sp.;Aulodrilus.sp.;Austropotamobius.sp.;Bithynia.sp.;Bythinella.sp.;Carychium.sp.;Chaoboridae.Gen..sp.;Dendrocoelidae.Gen..sp.;Dina.sp.;Dixidae.Gen..sp.;Dugesiidae.Gen..sp.;Echinogammarus.sp.;Eiseniella.sp.;Embolocephalus.sp.;Enchytraeidae.Gen..sp.;Erpobdella.sp.;Galba.sp.;Gammarus.sp.;Glossiphonia.sp.;Gyraulus.sp.;Haemopis.sp.;Haplotaxis.sp.;Helobdella.sp.;Hemiclepsis.sp.;Italobdella.sp.;Limnodrilus.sp.;Lumbricidae.Gen..sp.;Lumbriculidae.Gen..sp.;Lymnaea.sp.;Melanopsis.sp.;Mercuria.sp.;Micronecta.sp.;Muscidae.Gen..sp.;Naididae.Gen..sp.;Nais.sp.;Niphargidae.Gen..sp.;Niphargus.sp.;Octochaetidae.Gen..sp.;Ophidonais.sp.;Oxyloma.sp.;Pacifastacus.sp.;Physa.sp.;Physella.sp.;Pisidium.sp.;Planariidae.Gen..sp.;Planorbarius.sp.;Planorbis.sp.;Platambus.sp.;Polycelis.sp.;Potamopyrgus.sp.;Pristina.sp.;Proasellus.sp.;Radix.sp.;Radomaniola.sp.;Rhagionidae.Gen..sp.;Segmentina.sp.;Sphaerium.sp.;Spirosperma.sp.;Stagnicola.sp.;Succinea.sp.;Succinella.sp.;Synurella.sp.;Theromyzon.sp.;Trocheta.sp.;Tubificidae.Gen..sp.;Turbellaria.Gen..sp.;Unio.sp.;Valvata.sp.;Vertigo.sp.;Viviparus.sp.;Zonitoides.sp.
3;BUT05;Croatia;8.6.2021;BUT05-2021-06-08-MINVS;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;466;0;0;0;0;0;750;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.666666667;0.666666667;0;0;0;41.33333333;0;0;0;0;0.666666667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3;BUT06;Croatia;9.6.2021;BUT06-2021-06-09-MINVS;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10520;0;0;0;0;0;6330;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3;BUT07;Croatia;8.6.2021;BUT07-2021-06-08-MINVS;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;8;0;0;0;0;0;3028;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;1176;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3;BUT08;Croatia;8.6.2021;BUT08-2021-06-08-MINVS;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2016;0;0;0;0;0;4416;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1194;0;0;0;0;264;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3;BUT09;Croatia;8.6.2021;BUT09-2021-06-08-MINVS;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;226;0;0;0;0;0;290;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3;BUT13;Croatia;8.6.2021;BUT13-2021-06-08-MINVS;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;91.33333333;0;0;0;0;0;164.6666667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.666666667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3;BUT16;Croatia;7.6.2021;BUT16-2021-06-07-MINVS;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0
3;BUT18;Croatia;7.6.2021;BUT18-2021-06-07-MINVS;0;0;2;0;0;0;370;0;0;0;0;0;0;0;0;26;0;22;0;0;0;0;6;0;0;1314;0;0;0;0;0;0;0;132;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;34;26;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;22;0;0;2;0;0;0
3;BUT23;Croatia;8.6.2021;BUT23-2021-06-08-MINVS;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;170;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4;BUT01;Croatia;13.7.2021;BUT01-2021-07-13-MINVS;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3660;0;0;0;0;0;14720;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4;BUT03;Croatia;13.7.2021;BUT03-2021-07-13-MINVS;0;0;2;0;0;0;230;0;0;0;0;0;0;0;0;1;0;0;0;2980;0;0;0;0;0;2260;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51;0;0;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0
4;BUT04;Croatia;13.7.2021;BUT04-2021-07-13-MINVS;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;32;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52;0;0;0
4;BUT05;Croatia;13.7.2021;BUT05-2021-07-13-MINVS;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1564;0;0;1.333333333;0;0;504;0;0;0;0.666666667;0;0;0;0;0;1.333333333;0;0;0;0;0;1.333333333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;64.66666667;0;0;0;0;11.33333333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4;BUT06;Croatia;13.7.2021;BUT06-2021-07-13-MINVS;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;664;0;0;0;0;0;278;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;99;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4;BUT07;Croatia;13.7.2021;BUT07-2021-07-13-MINVS;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;4;0;0;0;0;0;276;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4;BUT08;Croatia;13.7.2021;BUT08-2021-07-13-MINVS;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1720;0;0;2;0;0;3440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;166;0;0;0;0;252;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4;BUT09;Croatia;13.7.2021;BUT09-2021-07-13-MINVS;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;566;0;0;0;0;0;526;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4;BUT13;Croatia;13.7.2021;BUT13-2021-07-13-MINVS;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;229.3333333;0;0;0;0;0;152.6666667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.666666667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4;BUT18;Croatia;14.7.2021;BUT18-2021-07-14-MINVS;0;0;2;0;0;0;660;0;0;0;0;0;0;0;0;10;0;0;0;1800;0;0;0;0;0;3984;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4;BUT23;Croatia;14.7.2021;BUT23-2021-07-14-MINVS;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;230;0;0;0;0;0;410;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5;BUT01;Croatia;23.9.2021;BUT01-2021-09-23-MINVS;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;3180;0;0;0;0;0;9000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0
5;BUT03;Croatia;23.9.2021;BUT03-2021-09-23-MINVS;0;0;2;0;0;0;120;0;0;0;0;0;0;0;0;0;0;0;0;1800;0;0;0;0;0;3860;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0
5;BUT04;Croatia;23.9.2021;BUT04-2021-09-23-MINVS;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;0;8;0;0;0;0;0;0;8;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5;BUT05;Croatia;23.9.2021;BUT05-2021-09-23-MINVS;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1880;0;0;2;0;0;1810;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5;BUT06;Croatia;22.9.2021;BUT06-2021-09-22-MINVS;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23448;0;0;0;0;0;6948;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;6;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5;BUT08;Croatia;22.9.2021;BUT08-2021-09-22-MINVS;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;528;0;0;0;0;0;1732;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5;BUT09;Croatia;22.9.2021;BUT09-2021-09-22-MINVS;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2616;0;0;0;0;0;5744;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5;BUT13;Croatia;22.9.2021;BUT13-2021-09-22-MINVS;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;502;0;0;0;0;0;832;0;0;0;0;0;0;0;0;0.666666667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5;BUT18;Croatia;23.9.2021;BUT18-2021-09-23-MINVS;0;0;0;0;0;0;1856;0;0;0;0;0;0;0;0;0;0;18;0;2048;0;0;0;0;0;6896;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;22;164;0;0;0;2;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5;BUT23;Croatia;22.9.2021;BUT23-2021-09-22-MINVS;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6;BUT01;Croatia;11.11.2021;BUT01-2021-11-11-MINVS;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;159;0;0;0;0;0;816;0;0;0;0;0;0;0;2;0;5;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6;BUT03;Croatia;11.11.2021;BUT03-2021-11-11-MINVS;0;0;16;0;0;0;600;0;0;0;0;0;0;0;0;0;0;0;0;4580;0;0;0;0;0;8120;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;132;28;0;0;0;0;0;0;0;0;42;0;0;0;0;0;0;0;0;0;0;256;0;0;0;0;0;0
6;BUT04;Croatia;11.11.2021;BUT04-2021-11-11-MINVS;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;10;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6;BUT05;Croatia;11.11.2021;BUT05-2021-11-11-MINVS;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;345.3333333;0;0;2;0;0;426.6666667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.666666667;0;0;0;0;0;0;0;0;0;0;0;0;0;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6;BUT06;Croatia;10.11.2021;BUT06-2021-11-10-MINVS;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;914;0;0;0;0;0;428;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6;BUT07;Croatia;10.11.2021;BUT07-2021-11-10-MINVS;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;172;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0
6;BUT08;Croatia;10.11.2021;BUT08-2021-11-10-MINVS;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;2440;0;0;0;0;0;1372;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;294;0;0;0;0;322;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6;BUT09;Croatia;10.11.2021;BUT09-2021-11-10-MINVS;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;181;0;0;1;0;0;124;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6;BUT13;Croatia;10.11.2021;BUT13-2021-11-10-MINVS;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;194;0.666666667;0;0.666666667;0;0;139.3333333;0;0;0;0;0;0;0;0;0;3.333333333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6;BUT16;Croatia;16.11.2021;BUT16-2021-11-16-MINVS;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6;BUT18;Croatia;16.11.2021;BUT18-2021-11-16-MINVS;0;0;0;0;0;0;210;0;0;0;0;0;0;0;0;44;0;0;0;840;0;0;0;0;0;1190;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;12;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0
6;BUT19;Croatia;11.11.2021;BUT19-2021-11-11-MINVS;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6;BUT23;Croatia;11.11.2021;BUT23-2021-11-11-MINVS;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;54;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;VEL01;Czech Republic;15.3.2021;VEL01-2021-03-15-MINVS;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;6;106;0;0;0;0;0;0
1;VEL03;Czech Republic;17.3.2021;VEL03-2021-03-17-MINVS;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;70;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
1;VEL04;Czech Republic;15.3.2021;VEL04-2021-03-15-MINVS;0;0;0;0;0;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;4;0;258;2;0;0;6;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;0;0;0;0;0;0
1;VEL05;Czech Republic;17.3.2021;VEL05-2021-03-17-MINVS;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;2;0;138;0;272;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;0
1;VEL06;Czech Republic;17.3.2021;VEL06-2021-03-17-MINVS;0;0;0;0;0;0;172;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0
1;VEL07;Czech Republic;15.3.2021;VEL07-2021-03-15-MINVS;0;0;0;0;0;0;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5882;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;0
1;VEL08;Czech Republic;18.3.2021;VEL08-2021-03-18-MINVS;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;176;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;VEL09;Czech Republic;18.3.2021;VEL09-2021-03-18-MINVS;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;16;0;0;0;0;0;0;266;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;VEL10;Czech Republic;23.3.2021;VEL10-2021-03-23-MINVS;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;124;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;VEL11;Czech Republic;18.3.2021;VEL11-2021-03-18-MINVS;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;622;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;VEL12;Czech Republic;18.3.2021;VEL12-2021-03-18-MINVS;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;456;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;VEL13;Czech Republic;18.3.2021;VEL13-2021-03-18-MINVS;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;4;0;0;0;0;102;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;VEL14;Czech Republic;17.3.2021;VEL14-2021-03-17-MINVS;0;0;0;0;0;0;0;0;0;0;0;6;0;2;0;0;0;0;0;0;0;0;0;0;0;270;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
